market_ids,city_ids,quarter,weights,nodes0,nodes1,nodes2,nodes3,income,income_squared,age,child
C01Q1,1,1,0.05,0.4341005529293524,-1.500837806913507,-1.1510786107361812,0.1610168121911868,0.4951234937433248,8.331304180548628,-0.2301090091297712,-0.2308510638297872
C01Q1,1,1,0.05,-0.7266490685215965,0.1331817419303578,-0.5007498076437444,0.1297315927394218,0.3787622298925122,6.121864684842578,-2.5326941021238167,0.7691489361702127
C01Q1,1,1,0.05,-0.623060748727011,-0.1382405435598686,0.7974411792192804,-0.7955491545522275,0.105014607698024,1.0308025152869789,-0.0069654578155615,-0.2308510638297872
C01Q1,1,1,0.05,-0.0413169856811359,1.2571356625773324,-0.6830539961343621,0.2590436856791472,-1.4854809288326685,-25.58360465489725,-0.8279460098853915,0.7691489361702127
C01Q1,1,1,0.05,-0.4666906005059696,0.2269684548752024,1.0444236466054395,0.0920185775203672,-0.3165968971944348,-6.517008824242382,-0.2301090091297712,-0.2308510638297872
C01Q1,1,1,0.05,0.8022770683798335,-0.7149364187781401,1.8857672996007215,-0.3423229273713473,-0.3372762393896416,-6.878070117118,0.8516961612219576,-0.2308510638297872
C01Q1,1,1,0.05,1.508289302471681,0.037255920902756,0.4457173890093323,-1.201251671725594,-0.014558328875788,-1.1459424849126665,0.141454547302712,-0.2308510638297872
C01Q1,1,1,0.05,-0.3620816608407628,0.9112094687368534,0.7585108412378626,2.0902944481225307,0.3046616873949137,4.728974853967202,0.3005192419323994,-0.2308510638297872
C01Q1,1,1,0.05,-0.1052246419034834,-0.3482953390504631,-0.1829600201932363,-0.1130494997401933,-0.3285734217343812,-6.726223159562977,-0.3354695247875976,-0.2308510638297872
C01Q1,1,1,0.05,-0.8628187501729399,-1.3863162547971106,-0.1305563401890969,-0.9399028161647142,1.005121128830364,18.334457313102845,0.6659790154268643,-0.2308510638297872
C01Q1,1,1,0.05,0.6604320403167225,1.8113698357180417,0.4568394385537545,-0.9952330609507144,1.1172086040361169,20.602682082043643,0.3005192419323994,-0.2308510638297872
C01Q1,1,1,0.05,1.0010196983990278,0.1741503778439976,-0.4121387887455672,-1.3903947687966447,-0.5748240612252538,-10.96431353498717,0.2398946201159644,-0.2308510638297872
C01Q1,1,1,0.05,0.3366832367457252,1.8296325447178927,-1.5871188452465457,-0.1466663162741204,1.536672368469473,29.31400195620452,0.03225525533772,-0.2308510638297872
C01Q1,1,1,0.05,0.7618100726426037,-1.292739439655862,0.7790025761225023,-0.5215324637746148,-0.1775278192190459,-4.066646804250809,0.2706662787827181,-0.2308510638297872
C01Q1,1,1,0.05,0.8069747345298429,-0.085660951662898,0.9322574708031331,-0.5696613450912849,0.0943082539193991,0.8347349714267693,-0.7409346328957618,0.7691489361702127
C01Q1,1,1,0.05,-0.882952819867132,0.2397607427032956,-2.043191250354966,-1.7534181591734808,-1.6687015675130097,-28.324528534845456,-1.279931133628449,0.7691489361702127
C01Q1,1,1,0.05,0.3902326431404512,-0.5568370991849044,-1.7010713583947783,1.0274936546475768,-0.3978131704118048,-7.930128284863528,-0.7409346328957618,0.7691489361702127
C01Q1,1,1,0.05,0.8585286351592031,0.5434832592683346,-0.1560234060385382,2.02119024830021,0.3152272193707901,4.9269070046996575,0.141454547302712,-0.2308510638297872
C01Q1,1,1,0.05,1.6150831833630943,-0.2140251579540178,1.0821001764356324,0.1901720337900996,1.3914582219386258,26.258405497144054,0.141454547302712,-0.2308510638297872
C01Q1,1,1,0.05,-1.5110027828417998,-1.2473764261258196,1.1503896742544362,-0.039730715590634,0.2078385386086978,2.9255108368506626,0.8850325814895492,-0.2308510638297872
C03Q1,3,1,0.05,0.001702597908323,0.02764769861875,1.045121842074397,0.2359579784581419,0.0538911319215831,0.0966346010653325,0.141454547302712,-0.2308510638297872
C03Q1,3,1,0.05,0.2228245102899001,-0.8414414122116448,1.0170277362356948,0.1345995050458891,-1.5030832600715804,-25.8498453344841,-0.1813188449603391,-0.2308510638297872
C03Q1,3,1,0.05,-1.0287201031963065,-0.9056860874394016,2.301255004349497,0.0728458608621139,0.6217916557816192,10.767232653442292,-1.279931133628449,0.7691489361702127
C03Q1,3,1,0.05,0.3831247573772207,-2.0306179077346096,0.1490338299314383,0.9509871391771514,0.2692290069288088,4.066817326963744,-0.453252560443981,-0.2308510638297872
C03Q1,3,1,0.05,0.3866378493273477,-0.7780642401181135,0.2355715342882091,1.958724458988916,0.3738338035836808,6.028882687038163,-0.2814023035173219,-0.2308510638297872
C03Q1,3,1,0.05,2.1566738115923774,0.1660493236652616,0.7786613259805188,-1.246269680330662,0.456933424575487,7.603175033359705,0.2398946201159644,-0.2308510638297872
C03Q1,3,1,0.05,0.4699452750860478,-0.7747550551431699,0.99061689167197,0.5205003386559571,0.4598119814033055,7.657955747261113,-1.616403370249662,0.7691489361702127
C03Q1,3,1,0.05,1.3708411189894243,1.403084556270212,-0.5817925784845303,-0.919725515041792,-0.0114283308851614,-1.0893274398931254,0.4630381714301741,-0.2308510638297872
C03Q1,3,1,0.05,-1.1341624629230804,1.29906874453486,0.4170080687084319,-0.307009747117788,-0.4963426125083128,-9.626777324659583,0.2706662787827181,-0.2308510638297872
C03Q1,3,1,0.05,1.7297867702832133,2.233876257783437,-1.1792893823012267,-0.1974391170491867,0.5453261423268856,9.292901862509126,-0.3926279386275459,-0.2308510638297872
C03Q1,3,1,0.05,1.6356897682856415,-0.1386063446599464,0.1194524014682853,0.2571564598493899,0.0838364381306551,0.6431843413868705,0.645359728224129,-0.2308510638297872
C03Q1,3,1,0.05,0.4861340956126805,-0.7037379092775315,0.9905594663260064,-2.495576603829937,-4.938182157265484,-65.94640360823989,-2.5326941021238167,0.7691489361702127
C03Q1,3,1,0.05,-0.3054894948221617,-0.6391519642664898,-0.4990733437971204,0.7825923572917438,0.4598119814033055,7.657955747261113,0.5583483512344989,-0.2308510638297872
C03Q1,3,1,0.05,0.1069068709109276,-0.5120149047454529,0.987111842054804,1.4677093192580195,0.456933424575487,7.603175033359705,-2.127228994015653,0.7691489361702127
C03Q1,3,1,0.05,-0.2144815174523374,0.2337693502518938,1.6398492454826934,-0.153130310458218,0.2812415435566926,4.291023426445946,-0.0903470667546124,-0.2308510638297872
C03Q1,3,1,0.05,0.9632252645119528,0.6018796668033821,-1.541404927867008,0.5793958577883827,-0.667761464445066,-12.532287096309418,-3.225841282683762,0.7691489361702127
C03Q1,3,1,0.05,0.7574316957360411,-0.9786619130181216,-2.400874407544036,-2.1481958757420108,-4.385486661144642,-61.08809785565866,1.0226539593655972,-0.2308510638297872
C03Q1,3,1,0.05,-0.0301793153728779,0.4251816951095695,-0.0712120211943972,-1.2093359620266255,-0.7558688306578318,-14.002820341417204,0.141454547302712,-0.2308510638297872
C03Q1,3,1,0.05,-0.2820554727598303,-1.2311593599484183,0.5221719831087517,1.0045956681113124,-0.5859926720743935,-11.153655612856651,0.963813459342663,-0.2308510638297872
C03Q1,3,1,0.05,-0.845326355819735,0.2112046935399543,0.5682373818262542,-1.16136651560177,-0.0329074149709871,-1.4774445302027317,-0.0069654578155615,-0.2308510638297872
C04Q1,4,1,0.05,-0.5295693052242281,-0.4768085432198924,-1.0187808551390574,0.0292243524898874,0.6245978780680748,10.82156185105424,-0.1813188449603391,-0.2308510638297872
C04Q1,4,1,0.05,0.7248712145301349,-0.9348689162224122,0.310718459612855,-0.1704289262810623,-0.224269846258073,-4.8945450654444045,-0.5867839530685037,0.7691489361702127
C04Q1,4,1,0.05,0.2910166610896215,1.4300455614296763,-0.953153211154672,0.3639524551050824,-0.2846168711934176,-5.956953556095073,0.2081459218013841,-0.2308510638297872
C04Q1,4,1,0.05,-1.3916425280384352,2.618858107761236,0.805707990595539,0.4879702496877124,0.6784594348770394,11.86738789659961,-0.453252560443981,-0.2308510638297872
C04Q1,4,1,0.05,-1.4629824128344369,0.4568201859273849,-0.0658540340831522,-0.9728890897977164,0.7468322771935281,13.203336061540227,1.078223810520408,-0.2308510638297872
C04Q1,4,1,0.05,0.2487691010265909,-1.6615231353941722,0.260787269951536,-0.9868845917341442,0.8402295711873986,15.04334997958847,0.8850325814895492,-0.2308510638297872
C04Q1,4,1,0.05,0.389299815968414,0.647546063770932,0.7565153072425129,-0.4471948897536024,1.0341346198097483,18.91916990556095,0.5118283355996063,-0.2308510638297872
C04Q1,4,1,0.05,1.296302227118115,-2.1798361807970297,-0.0419964898568796,-1.784145226725425,0.1037802752929462,1.0081862537072936,0.3850766299604622,-0.2308510638297872
C04Q1,4,1,0.05,2.001352808352004,1.0451588461898575,1.0378945464467926,0.6044662448468486,0.5613064681957631,9.600051790825477,-2.5326941021238167,0.7691489361702127
C04Q1,4,1,0.05,-1.0131049734129385,-0.7389169733190728,-0.8227847688956396,0.59032501073315,1.2166073813323273,22.635157274260067,0.8516961612219576,-0.2308510638297872
C04Q1,4,1,0.05,-0.8630714828292374,1.379566037609764,0.4219852125071628,0.4649766332069704,0.1932882867526171,2.6561129396648653,0.7995104080513875,-0.2308510638297872
C04Q1,4,1,0.05,-0.6495713768065796,-0.5332104057131217,0.0492367925017839,-1.6034188375073335,0.9620225443145892,17.46899395851004,0.1063632274914416,-0.2308510638297872
C04Q1,4,1,0.05,0.6992247612847685,1.0082010511429302,0.3199199925000454,-0.96933924913766,0.5108283953329416,8.631579134391302,-0.0069654578155615,-0.2308510638297872
C04Q1,4,1,0.05,1.387337832085645,0.5409749027971508,1.3542538507678177,-0.4076249059276272,-0.3423003580950432,-6.965662087166422,-0.9232561896897162,0.7691489361702127
C04Q1,4,1,0.05,-0.0209605355962785,1.5593378013342205,-0.7315400622179412,-1.5430857298415088,0.2964521742903052,4.575333931627654,1.0508248363322932,-0.2308510638297872
C04Q1,4,1,0.05,-2.031215478719655,1.1087457389842932,-1.891842935558405,0.1067090550099332,0.3086389955873319,4.803458591617627,-0.8279460098853915,0.7691489361702127
C04Q1,4,1,0.05,0.3700984015394874,-0.1207538408413051,1.8719644734493184,-0.8080865849630738,0.5493879660453445,9.37092375348648,0.8685032795383383,-0.2308510638297872
C04Q1,4,1,0.05,-1.2663329149302711,0.0788400125029899,1.0863031073467255,-0.4805086592269303,0.6983733782427652,12.255524689996165,0.2081459218013841,-0.2308510638297872
C04Q1,4,1,0.05,0.5628529327655898,-0.261977655635667,-0.9618576590924408,0.1140802334003182,-0.6724498952824227,-12.610929244484964,0.5118283355996063,-0.2308510638297872
C04Q1,4,1,0.05,-0.2723949735181115,0.7922838368271675,-1.200285762115056,-1.2956324186725618,-0.3295068828154228,-6.742517461823979,1.078223810520408,-0.2308510638297872
C05Q1,5,1,0.05,0.019233488852551,0.5396018779697236,-0.5760581865544732,1.2770110221443205,0.9441985053975336,17.112155039445753,0.7444506308683598,-0.2308510638297872
C05Q1,5,1,0.05,-1.4250308110319063,0.1698178378207887,-0.5072058681069139,0.4284194073380349,0.4056358951938659,6.629730473104416,0.141454547302712,-0.2308510638297872
C05Q1,5,1,0.05,-0.2678170216488746,0.7128376046618132,-0.7496652728451126,0.4612465365511341,0.5859922681174901,10.075529199851346,0.645359728224129,-0.2308510638297872
C05Q1,5,1,0.05,-2.265412359273318,-0.1216308679133461,1.1163543721867428,-1.0110437158619447,0.0181305079915912,-0.5537043050777015,0.834601727862657,-0.2308510638297872
C05Q1,5,1,0.05,-0.5694884634960117,0.926872302181769,-0.9856484409778522,-0.6285803692398816,-0.3118308443553044,-6.433672272610394,-1.279931133628449,0.7691489361702127
C05Q1,5,1,0.05,-1.1295643491364382,0.1581218824826328,-2.0033693265356822,-0.8250979056046844,0.730509148609439,12.88354616436922,0.7631427638805124,-0.2308510638297872
C05Q1,5,1,0.05,0.719131100294676,0.2372200418369213,0.1545745518104126,0.4755129009944157,-0.4258837681687915,-8.415473836401787,-1.616403370249662,0.7691489361702127
